aluguel,CEP,Município,Bairro,Logradouro,Condomínio,IPTU,Tamanho,Vagas na garagem,Área útil,Banheiros,Tipo,Aluguel + Condomínio,Detalhes do imóvel,Detalhes do condomínio,Área construída,Acomoda,Características
1.200,22743011,Rio de Janeiro,Pechincha,Avenida Geremário Dantas - de 691 a 1045 - lado ímpar,R$ 439,R$ 109,,1,60m²,1,Padrão,R$ 1.639,"Academia, Varanda","Academia, Elevador, Salão de festas",,,
1.300,22631003,Rio de Janeiro,Barra da Tijuca,Avenida das Américas - de 3301 a 3977 - lado ímpar,R$ 1.115,R$ 307,30m²,1,,,,,,,,,
850,21341360,Rio de Janeiro,Praça Seca,Rua Trairi,R$ 450,R$ 0,,1,65m²,1,Padrão,R$ 1.300,"Área de serviço, Churrasqueira",Salão de festas,,,
55.000,22420006,Rio de Janeiro,Ipanema,Avenida Vieira Souto - de 378 a 526 - lado par,R$ 5.500,R$ 4.297,,2,380m²,5 ou mais,Cobertura,R$ 60.500,Varanda,Elevador,,,
1.200,23028255,Rio de Janeiro,Guaratiba,Rua Joaquim de Carvalho,R$ 0,R$ 0,,1,,2,Padrão,R$ 1.200,,,100m²,,
800,23020240,Rio de Janeiro,Guaratiba,Estrada Roberto Burle Marx - até 799/800,R$ 0,R$ 0,,1,50m²,1,Padrão,R$ 800,,Condomínio fechado,,,
1.100,23020240,Rio de Janeiro,Guaratiba,Estrada Roberto Burle Marx - até 799/800,R$ 0,R$ 0,,1,50m²,1,Padrão,R$ 1.100,,Condomínio fechado,,,
20.000,23050102,Rio de Janeiro,Campo Grande,Avenida Cesário de Melo - de 2840 a 4266 - lado par,R$ 0,R$ 0,700m²,5 ou mais,,,,,,,,,
5.500,22441030,Rio de Janeiro,Leblon,Rua Cupertino Durão,R$ 1.519,R$ 303,,1,60m²,2,Padrão,R$ 7.019,"Ar condicionado, Mobiliado","Condomínio fechado, Elevador, Permitido animais, Portaria, Salão de festas, Segurança 24h",,,
1.000,21350301,Rio de Janeiro,Madureira,Avenida Ministro Edgard Romero - até 125 - lado ímpar,R$ 475,R$ 0,,1,60m²,1,Padrão,R$ 1.475,"Churrasqueira, Piscina",Piscina,,,
2.500,22775036,Rio de Janeiro,Jacarepaguá,Avenida Cláudio Besserman Vianna (Vl Pan),R$ 450,R$ 58,,2,50m²,1,Padrão,R$ 2.950,Armários na cozinha,Segurança 24h,,,
850,25935470,Magé,Fragoso (Vila Inhomirim),Rua Rafael José da Costa,R$ 50,R$ 0,,,79m²,1,Padrão,R$ 900,"Área de serviço, Varanda",,,,
712,21610340,Rio de Janeiro,Marechal Hermes,Travessa Francisco Freire,R$ 0,R$ 0,,,40m²,1,Padrão,R$ 712,,,,,
2.500,22783113,Rio de Janeiro,Vargem Pequena,Estrada dos Bandeirantes - de 14502 a 16494 - lado par,R$ 0,R$ 420,141m²,0,,,,,,,,,
3.500,23020240,Rio de Janeiro,Guaratiba,Estrada Roberto Burle Marx - até 799/800,R$ 100,R$ 0,,3,,2,Padrão,R$ 3.600,"Armários na cozinha, Churrasqueira, Varanda",,220m²,,
3.300,22750006,Rio de Janeiro,Anil,Rua Ituverava - até 960 - lado par,R$ 1.200,R$ 308,,1,154m²,3,Cobertura,R$ 4.500,,,,,
3.825,22743051,Rio de Janeiro,Pechincha,Estrada Pau-ferro - até 500 - lado par,R$ 1.021,R$ 437,,0,156m²,2,Cobertura,R$ 4.846,"Armários na cozinha, Churrasqueira, Piscina, Varanda","Piscina, Salão de festas, Segurança 24h",,,
2.800,24220301,Niterói,Icaraí,Rua Ministro Otávio Kelly - lado par,R$ 1.065,R$ 355,,1,90m²,3,Padrão,R$ 3.865,,Condomínio fechado,,,
29.000,22793580,Rio de Janeiro,Barra da Tijuca,Rua Fala Amendoeira,R$ 1.917,R$ 4.301,,5 ou mais,,5 ou mais,Casa de condomínio,R$ 30.917,,,914m²,,
8.000.000,22793580,Rio de Janeiro,Barra da Tijuca,Rua Fala Amendoeira,R$ 1.917,R$ 4.301,,5 ou mais,,5 ou mais,Casa de condomínio,,,,914m²,,
4.500,22795712,Rio de Janeiro,Recreio dos Bandeirantes,Estrada Benvindo de Novaes - até 1210 - lado par,R$ 1.550,R$ 852,,2,354m²,4,Cobertura,R$ 6.050,"Churrasqueira, Piscina, Varanda","Elevador, Piscina",,,
20.000,22621060,Rio de Janeiro,Barra da Tijuca,Avenida Monsenhor Ascaneo,R$ 4.000,R$ 2.300,,5 ou mais,630m²,5 ou mais,Cobertura,R$ 24.000,"Ar condicionado, Churrasqueira, Mobiliado, Piscina, Varanda","Elevador, Piscina",,,
4.000,26285150,Nova Iguaçu,Chacrinha,Rua Capitão Deodoro Alvarenga Ribeiro,R$ 0,R$ 0,420m²,0,,,,,,,,,
1.100,26265190,Nova Iguaçu,Jardim Alvorada,Rua Luísa Dias Martins,R$ 300,R$ 0,,1,45m²,1,Padrão,R$ 1.400,"Academia, Churrasqueira, Piscina","Academia, Condomínio fechado, Piscina, Salão de festas",,,
1.300,26261130,Nova Iguaçu,Vila Avelina,Rua José dos Anjos,R$ 200,R$ 0,,1,45m²,1,Padrão,R$ 1.500,"Academia, Churrasqueira, Piscina","Academia, Condomínio fechado, Piscina, Salão de festas",,,
12.000,22776070,Rio de Janeiro,Barra da Tijuca,Avenida Flamboyants da Península,R$ 2.396,R$ 435,,2,136m²,5 ou mais,Padrão,R$ 14.396,"Academia, Ar condicionado, Churrasqueira, Mobiliado, Piscina, Varanda","Academia, Condomínio fechado, Elevador, Permitido animais, Piscina, Portaria, Salão de festas",,,
1.300,22763153,Rio de Janeiro,Freguesia (Jacarepaguá),Estrada do Gabinal - de 991 ao fim - lado ímpar,R$ 0,R$ 0,,0,72m²,1,Padrão,R$ 1.300,,,,,
10.000,24230163,Niterói,Icaraí,Avenida Roberto Silveira - de 472 ao fim - lado par,R$ 0,R$ 300,250m²,4,,,,,,,,,
1.050,26010340,Nova Iguaçu,Vila Catia,Rua Tenório Cavalcanti,R$ 300,R$ 0,,0,45m²,1,Padrão,R$ 1.350,"Academia, Churrasqueira, Piscina","Academia, Condomínio fechado, Piscina, Salão de festas",,,
215.000,22775028,Rio de Janeiro,Jacarepaguá,Avenida Almirante Júlio de Sá Bierrenbach,R$ 699,R$ 85,21m²,1,,,,,,,,,
1.050,22775028,Rio de Janeiro,Jacarepaguá,Avenida Almirante Júlio de Sá Bierrenbach,R$ 699,R$ 85,21m²,1,,,,,,,,,
18.000,22431001,Rio de Janeiro,Leblon,Avenida Bartolomeu Mitre - até 495 - lado ímpar,R$ 1.904,R$ 9.000,,1,90m²,4,Padrão,R$ 19.904,Mobiliado,,,,
500.000,25272140,Duque de Caxias,Taquara,Estrada Barro Vermelho,R$ 0,R$ 0,340m²,,,,Fazendas,,,,,,
1.500,25272140,Duque de Caxias,Taquara,Estrada Barro Vermelho,R$ 0,R$ 0,340m²,,,,Fazendas,,,,,,
190.000,26261130,Nova Iguaçu,Vila Avelina,Rua José dos Anjos,R$ 0,R$ 0,,0,46m²,1,Padrão,,"Armários na cozinha, Churrasqueira, Piscina","Piscina, Salão de festas, Segurança 24h",,,
10.000,26020330,Nova Iguaçu,Kennedy,Estrada Gonçalves Dias,R$ 0,R$ 0,1378m²,0,,,,,,,,,
15.000,20551031,Rio de Janeiro,Vila Isabel,,R$ 0,R$ 1.964,210m²,,,,,,,,,,
1.100,20710350,Rio de Janeiro,Lins de Vasconcelos,Rua Conselheiro Ferraz,R$ 786,R$ 99,,1,78m²,1,Padrão,R$ 1.886,"Piscina, Varanda","Elevador, Piscina, Salão de festas",,,
700,26015110,Nova Iguaçu,Engenho Pequeno,Rua Cantuá,R$ 0,R$ 0,,0,,1,Padrão,R$ 700,,,50m²,,
3.000,22790710,Rio de Janeiro,Recreio dos Bandeirantes,Avenida Alfredo Balthazar da Silveira,R$ 634,R$ 269,,1,83m²,2,Padrão,R$ 3.634,,"Condomínio fechado, Elevador",,,
1.800,22640102,Rio de Janeiro,Barra da Tijuca,Avenida das Américas - de 2552 a 5150 - lado par,R$ 1.614,R$ 5.300,36m²,1,,,,,,,,,
6.000,26130050,Belford Roxo,Centro,Rua João Fernandes Neto - até 1174/1175,R$ 0,R$ 70,97m²,0,,,,,,,,,
800.000,26130050,Belford Roxo,Centro,Rua João Fernandes Neto - até 1174/1175,R$ 0,R$ 70,97m²,0,,,,,,,,,
3.000,26250510,Nova Iguaçu,Caonze,Rua Mearim,R$ 0,R$ 150,,3,,1,Padrão,R$ 3.000,Churrasqueira,,155m²,,
6.000,23860000,Mangaratiba,,,R$ 0,R$ 0,,4,,5 ou mais,Casa de condomínio,R$ 6.000,Ar condicionado,Condomínio fechado,300m²,,
3.900.000,23860000,Mangaratiba,,,R$ 0,R$ 0,,4,,5 ou mais,Casa de condomínio,,Ar condicionado,Condomínio fechado,300m²,,
1.200,20720010,Rio de Janeiro,Méier,Rua Dias da Cruz - até 473 - lado ímpar,R$ 741,R$ 212,32m²,0,,,,,,,,,
1.000,21350301,Rio de Janeiro,Madureira,Avenida Ministro Edgard Romero - até 125 - lado ímpar,R$ 475,R$ 0,,1,60m²,1,Padrão,R$ 1.475,"Churrasqueira, Piscina",Piscina,,,
900,21931594,Rio de Janeiro,Portuguesa,Avenida Francisco Neves,R$ 444,R$ 0,,1,43m²,1,Padrão,R$ 1.344,,,,,
13.000,24460530,São Gonçalo,Mutuá,Rua José Carvalheira,R$ 0,R$ 0,1800m²,0,,,,,,,,,
800,25966000,Teresópolis,Barra do Imbuí,Avenida Presidente Roosevelt - de 1066/1067 a 1380/1381,R$ 100,R$ 40,,,,1,Padrão,R$ 900,,,45m²,,
900,22640907,Rio de Janeiro,Barra da Tijuca,Avenida das Américas - de 2552 a 5150 - lado par,R$ 1.250,R$ 250,30m²,1,,,,,,,,,
4.500,22790704,Rio de Janeiro,Recreio dos Bandeirantes,Avenida das Américas - de 15598 a 20000 - lado par,R$ 1.350,R$ 349,,1,139m²,2,Padrão,R$ 5.850,"Academia, Ar condicionado, Churrasqueira, Piscina, Varanda","Academia, Condomínio fechado, Elevador, Permitido animais, Piscina, Portaria, Salão de festas",,,
1.600,26261220,Nova Iguaçu,da Luz,Rua Ministro Lafaiete de Andrade,R$ 0,R$ 130,,1,50m²,1,Padrão,R$ 1.600,"Churrasqueira, Piscina","Elevador, Piscina",,,
1.800,21220330,Rio de Janeiro,Irajá,Rua Uarici,R$ 367,R$ 52,,1,100m²,1,Padrão,R$ 2.167,"Área de serviço, Varanda",,,,
560.000,22470050,Rio de Janeiro,Jardim Botânico,Rua Jardim Botânico - até 731 - lado ímpar,R$ 1.044,R$ 288,27m²,1,,,,,,,,,
1.100,20751000,Rio de Janeiro,Pilares,Avenida Dom Hélder Câmara - de 6715 a 7199 - lado ímpar,R$ 0,R$ 76,,0,,1,Padrão,R$ 1.100,Churrasqueira,Academia,60m²,,
2.500,22021020,Rio de Janeiro,Copacabana,Rua Ronald de Carvalho,R$ 900,R$ 185,,,44m²,1,Padrão,R$ 3.400,Mobiliado,,,,
7.000,20511170,Rio de Janeiro,Tijuca,Rua Santo Afonso,R$ 1.271,R$ 798,70m²,,,,,,,,,,
3.200.000,22793095,Rio de Janeiro,Barra da Tijuca,Avenida Jardins de Santa Mônica,R$ 3.500,R$ 600,,3,206m²,5 ou mais,Padrão,,"Academia, Ar condicionado, Churrasqueira, Mobiliado, Piscina, Varanda","Academia, Condomínio fechado, Elevador, Permitido animais, Piscina, Portaria, Salão de festas",,,
170.000,26130010,Belford Roxo,Centro,Avenida Prefeito Jorge Júlio Costa dos Santos,R$ 330,R$ 40,,1,55m²,1,Padrão,,"Churrasqueira, Mobiliado, Piscina","Elevador, Piscina",,,
1.300,22763153,Rio de Janeiro,Freguesia (Jacarepaguá),Estrada do Gabinal - de 991 ao fim - lado ímpar,R$ 0,R$ 0,,,72m²,1,Padrão,R$ 1.300,Varanda,,,,
6.900,24360066,Niterói,São Francisco,Avenida Presidente Roosevelt,R$ 0,R$ 724,265m²,,,,,,,,,,
880,25956080,Teresópolis,São Pedro,Rua Manoel Carreiro de Mello,R$ 0,R$ 51,,1,60m²,1,Padrão,R$ 880,,,,,
9.600,22411010,Rio de Janeiro,Ipanema,Rua Vinícius de Moraes,R$ 2.560,R$ 571,,1,99m²,3,Padrão,R$ 12.160,"Ar condicionado, Varanda",,,,
12.000,22441120,Rio de Janeiro,Leblon,Rua Rainha Guilhermina,R$ 3.500,R$ 640,,1,106m²,5 ou mais,Padrão,R$ 15.500,Mobiliado,Elevador,,,
1.150,25953690,Teresópolis,Vila Muqui,Rua Marcos Sales Canano,R$ 0,R$ 1,,1,,2,Padrão,R$ 1.150,,,60m²,,
12.000,21350180,Rio de Janeiro,Madureira,Rua Carvalho de Souza,R$ 0,R$ 2.500,212m²,,,,,,,,,,
2.500,22775003,Rio de Janeiro,Barra da Tijuca,Avenida Ayrton Senna - de 662 a 3200 - lado par,R$ 2.980,R$ 800,70m²,2,,,,,,,,,
980,21235280,Rio de Janeiro,Colégio,Estrada do Colégio,R$ 400,R$ 0,,1,36m²,1,Padrão,R$ 1.380,Piscina,"Elevador, Piscina, Salão de festas",,,
4.500,21310120,Rio de Janeiro,Madureira,Rua Domingos Lópes,R$ 980,R$ 900,120m²,,,,,,,,,,
3.000,22795078,Rio de Janeiro,Recreio dos Bandeirantes,Avenida Genaro de Carvalho - de 934 ao fim - lado par,R$ 967,R$ 318,,1,110m²,1,Padrão,R$ 3.967,Varanda,,,,
3.200,26256170,Nova Iguaçu,da Luz,Travessa Tertuliano Pimenta,R$ 0,R$ 270,,2,,2,Padrão,R$ 3.200,,,200m²,,
2.000,24220021,Niterói,Icaraí,Rua Álvares de Azevedo - lado par,R$ 1.080,R$ 360,,1,70m²,2,Padrão,R$ 3.080,,Condomínio fechado,,,
600,22745004,Rio de Janeiro,Freguesia (Jacarepaguá),Estrada dos Três Rios - de 273 ao fim - lado ímpar,R$ 585,R$ 150,23m²,1,,,,,,,,,
600,22745004,Rio de Janeiro,Freguesia (Jacarepaguá),Estrada dos Três Rios - de 273 ao fim - lado ímpar,R$ 585,R$ 150,23m²,1,,,,,,,,,
4.000,22723006,Rio de Janeiro,Taquara,Estrada do Rio Grande - de 2923 a 4285 - lado ímpar,R$ 300,R$ 100,,2,,5 ou mais,Casa de condomínio,R$ 4.300,Varanda,,220m²,,
3.700,20541142,Rio de Janeiro,Andaraí,Rua Pontes Correia - até 179/180,R$ 2.130,R$ 3.710,,2,161m²,1,Padrão,R$ 5.830,"Ar condicionado, Área de serviço, Mobiliado, Varanda","Elevador, Salão de festas",,,
13.000,22776070,Rio de Janeiro,Barra da Tijuca,Avenida Flamboyants da Península,R$ 2.396,R$ 5.220,,2,146m²,3,Padrão,R$ 15.396,"Academia, Ar condicionado, Área de serviço, Armários no quarto, Churrasqueira, Mobiliado, Piscina, Varanda","Academia, Condomínio fechado, Elevador, Piscina, Portaria, Salão de festas, Segurança 24h",,,
8.500,22080060,Rio de Janeiro,Ipanema,Rua Joaquim Nabuco - de 127/128 ao fim,R$ 4.000,R$ 1.448,,2,268m²,4,Padrão,R$ 12.500,,"Elevador, Segurança 24h",,,
1.700,23020110,Rio de Janeiro,Guaratiba,Avenida Gaspar de Lemos,R$ 50,R$ 0,,1,,2,Padrão,R$ 1.750,Ar condicionado,Condomínio fechado,120m²,,
2.000,20710200,Rio de Janeiro,Engenho Novo,Rua Dona Romana,R$ 1,R$ 200,,4,,2,Padrão,R$ 2.001,"Área de serviço, Armários na cozinha",Permitido animais,120m²,,
1.200,21330550,Rio de Janeiro,Vila Valqueire,Rua Guaranésia,R$ 394,R$ 0,,1,92m²,2,Padrão,R$ 1.594,,,,,
2.600,25075200,Duque de Caxias,Jardim Vinte e Cinco de Agosto,Rua Marcílio Dias,R$ 0,R$ 0,,2,115m²,3,Padrão,R$ 2.600,Mobiliado,,,,
3.300,22250020,Rio de Janeiro,Flamengo,Avenida Rui Barbosa,R$ 2.900,R$ 680,,1,,3,Padrão,R$ 6.200,,,78m²,,
5.000,21330300,Rio de Janeiro,Vila Valqueire,Avenida Jambeiro,R$ 0,R$ 2.612,500m²,0,,,,,,,,,
10.000,22420043,Rio de Janeiro,Ipanema,Rua Prudente de Morais - de 1125 ao fim - lado ímpar,R$ 5.003,R$ 727,,1,,2,Padrão,R$ 15.003,"Ar condicionado, Mobiliado, Piscina, Varanda",Piscina,72m²,,
8.000,22775046,Rio de Janeiro,Jacarepaguá,Rua Mário Agostinelli,R$ 2.400,R$ 400,,2,200m²,3,Cobertura,R$ 10.400,"Academia, Churrasqueira, Mobiliado, Piscina, Varanda","Academia, Elevador, Piscina, Salão de festas, Segurança 24h",,,
550,20755280,Rio de Janeiro,Engenho de Dentro,Rua Afonso Ferreira,R$ 0,R$ 0,,,40m²,1,Padrão,R$ 550,,,,,
2.000,26022670,Nova Iguaçu,Posse,Rua Manoel Martins Pereira,R$ 0,R$ 0,,0,90m²,2,Padrão,R$ 2.000,,,,,
1.400,20745010,Rio de Janeiro,Encantado,Rua Francisco Fragoso,R$ 360,R$ 40,,,100m²,1,Padrão,R$ 1.760,,,,,
25.000,20011001,Rio de Janeiro,Centro,Rua da Assembléia - lado ímpar,R$ 8.850,R$ 2.670,310m²,,,,,,,,,,
9.000,20011020,Rio de Janeiro,Centro,Rua do Carmo,R$ 6.908,R$ 4.860,731m²,,,,,,,,,,
900,20755130,Rio de Janeiro,Abolição,Rua Geraldo Rodrigues,R$ 100,R$ 0,,,55m²,1,Padrão,R$ 1.000,,,,,
1.200,24751000,São Gonçalo,Tribobó,Avenida Doutor Eugênio Borges - lado par,R$ 450,R$ 115,,,,,,,,,,,
8.500,22790071,Rio de Janeiro,Recreio dos Bandeirantes,Avenida Genaro de Carvalho - até 945 - lado ímpar,R$ 1.471,R$ 650,,2,400m²,5 ou mais,Cobertura,R$ 9.971,"Churrasqueira, Piscina, Varanda",Piscina,,,
3.800,26280485,Nova Iguaçu,Comendador Soares,Rua Presidente Kennedy,R$ 0,R$ 0,1400m²,,,,Terrenos,,,,,,
1.300,22763070,Rio de Janeiro,Freguesia (Jacarepaguá),Rua Geovani de Castro,R$ 650,R$ 0,,0,50m²,1,Padrão,R$ 1.950,"Churrasqueira, Piscina","Condomínio fechado, Piscina",,,
5.500,22050032,Rio de Janeiro,Copacabana,Rua Barão de Ipanema - de 2 ao fim - lado par,R$ 1.990,R$ 966,,1,264m²,3,Padrão,R$ 7.490,"Ar condicionado, Área de serviço, Varanda","Elevador, Segurança 24h",,,
1.000,22720011,Rio de Janeiro,Taquara,Estrada do Rio Grande - até 2812 - lado par,R$ 888,R$ 64,,1,38m²,1,Padrão,R$ 1.888,"Academia, Churrasqueira, Piscina, Varanda","Academia, Elevador, Piscina, Salão de festas, Segurança 24h",,,
1.000,25080260,Duque de Caxias,Vila Guanabara,Rua Baltazar da Silveira,R$ 0,R$ 0,,,,1,Padrão,R$ 1.000,,,55m²,,
400,23585355,Rio de Janeiro,Paciência,Rua Monte Carlo,R$ 0,R$ 0,,0,38m²,1,Kitnet,R$ 400,,,,,
1.000,22720011,Rio de Janeiro,Taquara,Estrada do Rio Grande - até 2812 - lado par,R$ 888,R$ 64,,1,30m²,1,Padrão,R$ 1.888,"Academia, Churrasqueira, Varanda","Academia, Segurança 24h",,,
400,23088580,Rio de Janeiro,Campo Grande,Rua Estrela Velha,R$ 0,R$ 129,,0,20m²,1,Kitnet,R$ 400,,,,,
16.000,22250145,Rio de Janeiro,Botafogo,Praia Botafogo - até 284 - lado par,R$ 3.110,R$ 1.222,,2,403m²,5 ou mais,Padrão,R$ 19.110,,Elevador,,,
9.000,25960310,Teresópolis,Granja Guarani,Alameda Caxinauas,R$ 0,R$ 59,,5 ou mais,,4,Padrão,R$ 9.000,"Churrasqueira, Mobiliado, Piscina",Piscina,288m²,,
500,23036151,Rio de Janeiro,Campo Grande,Rua Hermógenes,R$ 250,R$ 1,,1,44m²,1,Padrão,R$ 750,,Segurança 24h,,,
15.000,22730261,Rio de Janeiro,Taquara,Estrada do Tindiba - de 2139 a 2779 - lado ímpar,R$ 1.355,R$ 1.841,276m²,,,,,,,,,,
1.400,21331540,Rio de Janeiro,Bento Ribeiro,,R$ 0,R$ 0,,3,66m²,1,Padrão,R$ 1.400,,,,,
680,21510560,Rio de Janeiro,Coelho Neto,Rua Imboaçu,R$ 0,R$ 0,,0,,1,Padrão,R$ 680,,"Academia, Condomínio fechado",50m²,,
850,21230042,Rio de Janeiro,Irajá,Avenida Brasil - de 17000 a 17880 - lado par,R$ 180,R$ 0,,1,50m²,1,Padrão,R$ 1.030,,,,,
1.350,25964340,Teresópolis,Nossa Senhora de Fátima,Rua Coronel Sílvio Lisboa da Cunha,R$ 408,R$ 377,,1,46m²,1,Loft,R$ 1.758,"Academia, Mobiliado, Piscina","Academia, Condomínio fechado, Elevador, Piscina, Salão de festas",,,
5.000,26255300,Nova Iguaçu,Centro,Rua Doutor José Brigagão Ferreira,R$ 1.600,R$ 0,,3,380m²,3,Padrão,R$ 6.600,,"Elevador, Salão de festas",,,
6.800,21321232,Rio de Janeiro,Vila Valqueire,Rua Luiz Beltrão - de 561/562 a 1269/1270,R$ 0,R$ 629,104m²,,,,,,,,,,
17.000,22640102,Rio de Janeiro,Barra da Tijuca,Avenida das Américas - de 2552 a 5150 - lado par,R$ 9.800,R$ 4.000,273m²,5 ou mais,,,,,,,,,
5.500,22640102,Rio de Janeiro,Barra da Tijuca,Avenida das Américas - de 2552 a 5150 - lado par,R$ 2.783,R$ 1.122,72m²,2,,,,,,,,,
4.500,26276600,Nova Iguaçu,Comendador Soares,Rua Lafaiete Pimenta,R$ 0,R$ 300,280m²,0,,,,,,,,,
1.200,25933270,Magé,Pau Grande (Vila Inhomirim),Rua Manuel Vicente Lisboa,R$ 0,R$ 471,,1,,1,Padrão,R$ 1.200,"Área de serviço, Varanda",,79m²,,
500,22725421,Rio de Janeiro,Taquara,Estrada do Tindiba - de 2781 ao fim - lado ímpar,R$ 510,R$ 130,30m²,1,,,,,,,,,
2.500,20780240,Rio de Janeiro,Cachambi,Rua Rocha Pita,R$ 0,R$ 130,56m²,,,,,,,,,,
500,22730261,Rio de Janeiro,Taquara,Estrada do Tindiba - de 2139 a 2779 - lado ímpar,R$ 595,R$ 100,29m²,1,,,,,,,,,
500,22730261,Rio de Janeiro,Taquara,Estrada do Tindiba - de 2139 a 2779 - lado ímpar,R$ 550,R$ 130,32m²,1,,,,,,,,,
590,22725421,Rio de Janeiro,Taquara,Estrada do Tindiba - de 2781 ao fim - lado ímpar,R$ 510,R$ 130,30m²,1,,,,,,,,,
500,22730261,Rio de Janeiro,Taquara,Estrada do Tindiba - de 2139 a 2779 - lado ímpar,R$ 510,R$ 130,29m²,1,,,,,,,,,
41.130,22640102,Rio de Janeiro,Barra da Tijuca,Avenida das Américas - de 2552 a 5150 - lado par,R$ 18.460,R$ 10.740,457m²,5 ou mais,,,,,,,,,
1.200,20715004,Rio de Janeiro,Engenho Novo,Rua Barão do Bom Retiro - de 984 a 1802 - lado par,R$ 900,R$ 116,,1,62m²,1,Padrão,R$ 2.100,"Área de serviço, Churrasqueira, Varanda","Elevador, Salão de festas",,,
4.000,23040160,Rio de Janeiro,Campo Grande,Estrada dos Caboclos - até 1000/1001,R$ 0,R$ 0,197m²,0,,,,,,,,,
8.000,25973150,Teresópolis,Posse,Estrada Bela Vista,R$ 0,R$ 1.300,,2,,5 ou mais,Padrão,R$ 8.000,"Mobiliado, Piscina","Permitido animais, Piscina",700m²,,
1.500,23017454,Rio de Janeiro,Campo Grande,Rua Soldado Antônio da Silveira,R$ 0,R$ 0,,2,,2,Casa de condomínio,R$ 1.500,Ar condicionado,"Condomínio fechado, Portão eletrônico",120m²,,
500,22730261,Rio de Janeiro,Taquara,Estrada do Tindiba - de 2139 a 2779 - lado ímpar,R$ 510,R$ 130,29m²,1,,,,,,,,,
500,22730261,Rio de Janeiro,Taquara,Estrada do Tindiba - de 2139 a 2779 - lado ímpar,R$ 510,R$ 130,28m²,1,,,,,,,,,
1.100,26010050,Nova Iguaçu,Vila Santo Antônio,Rua Santo Antônio,R$ 0,R$ 0,,0,,1,Padrão,R$ 1.100,,,98m²,,
4.000,20960005,Rio de Janeiro,Rocha,Rua Ana Neri - de 858 a 1842 - lado par,R$ 0,R$ 597,186m²,,,,,,,,,,
500,22730261,Rio de Janeiro,Taquara,Estrada do Tindiba - de 2139 a 2779 - lado ímpar,R$ 510,R$ 130,32m²,1,,,,,,,,,
500,22730261,Rio de Janeiro,Taquara,Estrada do Tindiba - de 2139 a 2779 - lado ímpar,R$ 510,R$ 130,29m²,1,,,,,,,,,
900,20550010,Rio de Janeiro,Tijuca,Rua São Francisco Xavier - até 321 - lado ímpar,R$ 988,R$ 231,30m²,1,,,,,,,,,
3.500,20921400,Rio de Janeiro,São Cristóvão,Rua General José Cristino,R$ 0,R$ 700,280m²,,,,,,,,,,
15.000,22763011,Rio de Janeiro,Cidade de Deus,Rua Edgard Werneck - de 1378/1379 ao fim,R$ 0,R$ 1.600,750m²,5 ou mais,,,,,,,,,
15.000,20720011,Rio de Janeiro,Méier,Rua Dias da Cruz - de 475 ao fim - lado ímpar,R$ 1,R$ 3.427,303m²,,,,,,,,,,
950,22775114,Rio de Janeiro,Curicica,Estrada dos Bandeirantes - de 3598 a 5258 - lado par,R$ 200,R$ 150,60m²,,,,,,,,,,
2.700,20520130,Rio de Janeiro,Tijuca,Rua Camaragibe,R$ 0,R$ 250,12m²,,,,,,,,,,
1.400,23078110,Rio de Janeiro,Campo Grande,Estrada Santa Maria - de 1635/1636 ao fim,R$ 0,R$ 0,38m²,,,,,,,,,,
3.310,22750006,Rio de Janeiro,Anil,Rua Ituverava - até 960 - lado par,R$ 1.200,R$ 308,,2,154m²,4,Cobertura,R$ 4.510,"Academia, Churrasqueira, Piscina, Varanda","Academia, Condomínio fechado, Elevador, Piscina, Salão de festas",,,
1.600,22640102,Rio de Janeiro,Barra da Tijuca,Avenida das Américas - de 2552 a 5150 - lado par,R$ 1.247,R$ 492,30m²,1,,,,,,,,,
1.000,23860000,Mangaratiba,,,R$ 0,R$ 0,,1,50m²,2,Padrão,R$ 1.000,"Ar condicionado, Área de serviço, Churrasqueira, Mobiliado, Piscina","Condomínio fechado, Elevador, Piscina",,,
8.900,22081010,Rio de Janeiro,Copacabana,Rua Souza Lima,R$ 2.300,R$ 700,,2,230m²,3,Padrão,R$ 11.200,,"Condomínio fechado, Elevador",,,
45.000,22260004,Rio de Janeiro,Botafogo,Rua São Clemente - de 190 a 320 - lado par,R$ 0,R$ 0,1342m²,0,,,,,,,,,
99.000,20061003,Rio de Janeiro,Centro,Rua Buenos Aires - de 269 ao fim - lado ímpar,R$ 0,R$ 0,2000m²,,,,,,,,,,
4.500,22793081,Rio de Janeiro,Barra da Tijuca,Avenida das Américas - de 6735/6736 a 9301/9302,R$ 2.135,R$ 1.239,84m²,,,,,,,,,,
550,25585460,São João de Meriti,Parque Araruama,Rua São Roque,R$ 0,R$ 0,,,,1,Padrão,R$ 550,,,55m²,,
780,21215180,Rio de Janeiro,Braz de Pina,Rua Jaguarão,R$ 320,R$ 0,,1,65m²,1,Padrão,R$ 1.100,,,,,
4.000,24230001,Niterói,Icaraí,Avenida Jornalista Alberto Francisco Torres - de 101 a 161 - lado ímpar,R$ 3.150,R$ 1.150,,1,390m²,2,Padrão,R$ 7.150,,,,,
1.400,25931686,Magé,Piabetá (Inhomirim),Rua Nossa Senhora da Guia,R$ 0,R$ 329,70m²,,,,,,,,,,
1.700,21862070,Rio de Janeiro,Bangu,,R$ 0,R$ 0,80m²,0,,,,,,,,,
